date,data_src,genus,species,length_m,mass_g,depth_num,depth_zone,commercial
1987,fbs,Meiacanthus,tongaensis,10,NA,8,pelagic-neritic,NA
2001,fbs,Meiacanthus,urostigma,8,NA,7,demersal,NA
1987,fbs,Meiacanthus,vicinus,4.130000114,NA,5.5,demersal,NA
1976,fbs,Meiacanthus,vittatus,8.5,NA,15.5,reef-associated,NA
1962,fbs,Melamphaes,acanthomus,NA,NA,1750,bathypelagic,NA
2015,fbs,Melamphaes,contradictorius,3.099999905,NA,NA,bathypelagic,NA
1962,fbs,Melamphaes,danae,2.299999952,NA,675,bathypelagic,0
1973,fbs,Melamphaes,ebelingi,13.73999977,NA,919,bathypelagic,NA
1962,fbs,Melamphaes,eulepis,4.599999905,NA,175,bathypelagic,0
2011,fbs,Melamphaes,falsidicus,8.699999809,NA,NA,bathypelagic,NA
1962,fbs,Melamphaes,hubbsi,2.519999981,NA,75,bathypelagic,NA
2015,fbs,Melamphaes,inconspicuus,NA,NA,NA,bathypelagic,NA
1962,fbs,Melamphaes,indicus,NA,NA,350,bathypelagic,NA
1962,fbs,Melamphaes,janae,8.600000381,NA,350,benthopelagic,NA
2015,fbs,Melamphaes,kobylyanskyi,NA,NA,NA,bathypelagic,NA
1962,fbs,Melamphaes,laeviceps,NA,NA,754.5,bathypelagic,NA
2015,fbs,Melamphaes,lentiginosus,NA,NA,NA,bathypelagic,NA
1962,fbs,Melamphaes,leprus,11.25,NA,250,bathypelagic,NA
1933,fbs,Melamphaes,longivelis,10.60000038,NA,750,bathypelagic,0
1890,fbs,Melamphaes,lugubris,8.5,NA,1725,bathypelagic,NA
1931,fbs,Melamphaes,macrocephalus,12.80000019,NA,281,bathypelagic,NA
2011,fbs,Melamphaes,manifestus,8.699999809,NA,NA,bathypelagic,NA
1878,fbs,Melamphaes,microps,9.600000381,NA,1408,bathypelagic,0
2012,fbs,Melamphaes,nikolayi,6.150000095,NA,NA,bathypelagic,NA
2012,fbs,Melamphaes,occlusus,11.69999981,NA,1555,bathypelagic,NA
2011,fbs,Melamphaes,pachystomus,7.150000095,NA,950,bathypelagic,NA
2016,fbs,Melamphaes,papavereus,3.5,NA,500,bathypelagic,NA
1999,fbs,Melamphaes,parini,NA,NA,525,bathypelagic,NA
1962,fbs,Melamphaes,parvus,NA,NA,430,bathypelagic,NA
1962,fbs,Melamphaes,polylepis,6.800000191,NA,1225,bathypelagic,NA
2015,fbs,Melamphaes,proximus,9.300000191,NA,1076,bathypelagic,NA
1962,fbs,Melamphaes,pumilus,2.299999952,NA,225,bathypelagic,0
1962,fbs,Melamphaes,simus,2.900000095,NA,400,bathypelagic,0
1962,fbs,Melamphaes,spinifer,NA,NA,604.5,bathypelagic,NA
1883,fbs,Melamphaes,suborbitalis,10.60000038,NA,1650,bathypelagic,NA
2015,fbs,Melamphaes,succedaneus,10.60000038,NA,500,bathypelagic,NA
1843,fbs,Melamphaes,typhlops,7.800000191,NA,500,bathypelagic,NA
2011,fbs,Melamphaes,xestoachidus,8.699999809,NA,2925,bathypelagic,NA
1980,fbs,Melanocetus,eustalus,NA,NA,837.5,bathypelagic,NA
1864,fbs,Melanocetus,johnsonii,2.900000095,NA,2300,bathypelagic,0
1887,fbs,Melanocetus,murrayi,2,NA,3235,bathypelagic,NA
1925,fbs,Melanocetus,niger,11,NA,1600,bathypelagic,NA
1925,fbs,Melanocetus,polyactis,1.950000048,NA,1600,bathypelagic,NA
1981,fbs,Melanocetus,rossi,NA,NA,NA,bathypelagic,NA
1758,fbs,Melanogrammus,aeglefinus,112,16800,230,demersal,1
1929,fbs,Melanolagus,bericoides,20,NA,900,bathypelagic,0
1878,fbs,Melanonus,gracilis,18.70000076,NA,1881.5,bathypelagic,0
1930,fbs,Melanonus,zugmayeri,28,NA,1995.5,bathypelagic,0
1919,fbs,Melanorhinus,boekei,NA,NA,NA,pelagic-neritic,NA
1923,fbs,Melanorhinus,cyanellus,10,NA,NA,reef-associated,NA
1860,fbs,Melanorhinus,microps,7.5,NA,NA,pelagic-oceanic,NA
2018,fbs,Melanostigma,kharini,16.39999962,NA,535,bathypelagic,NA
1971,fbs,Melanostigma,orientale,NA,NA,300,bathypelagic,NA
1896,fbs,Melanostigma,pammelas,11,NA,NA,bathypelagic,NA
1980,fbs,Melanostigma,vitiazi,17,NA,445,bathypelagic,0
1927,fbs,Melanostomias,bartonbeani,26.20000076,NA,1012.5,bathypelagic,NA
1930,fbs,Melanostomias,biseriatus,25,NA,690,bathypelagic,NA
1934,fbs,Melanostomias,globulifer,NA,NA,NA,bathypelagic,NA
1930,fbs,Melanostomias,macrophotus,23,NA,737.5,bathypelagic,NA
1930,fbs,Melanostomias,margaritifer,8,NA,85,pelagic-oceanic,NA
1930,fbs,Melanostomias,melanopogon,15.30000019,NA,NA,bathypelagic,NA
1902,fbs,Melanostomias,melanops,26,NA,687,bathypelagic,NA
1924,fbs,Melanostomias,niger,26,NA,NA,bathypelagic,NA
1978,fbs,Melanostomias,nigroaxialis,NA,NA,NA,bathypelagic,NA
1978,fbs,Melanostomias,paucilaternatus,20.10000038,NA,NA,pelagic-oceanic,NA
1938,fbs,Melanostomias,pauciradius,NA,NA,NA,bathypelagic,NA
1978,fbs,Melanostomias,pollicifer,NA,NA,NA,bathypelagic,NA
1934,fbs,Melanostomias,stewarti,NA,NA,NA,bathypelagic,NA
1930,fbs,Melanostomias,tentaculatus,24,NA,490,bathypelagic,NA
1902,fbs,Melanostomias,valdiviae,24.10000038,NA,820,bathypelagic,NA
1934,fbs,Melanostomias,vierecki,NA,NA,NA,bathypelagic,NA
1910,fbs,Melapedalion,breve,22.70000076,NA,NA,pelagic-neritic,NA
1973,fbs,Melichthys,indicus,25,NA,15.5,reef-associated,NA
1786,fbs,Melichthys,niger,50,NA,38.5,reef-associated,1
1845,fbs,Melichthys,vidua,40,NA,32,reef-associated,1
1986,fbs,Melodichthys,hadrocephalus,NA,NA,350,bathydemersal,0
1948,fbs,Membras,analis,12,NA,NA,pelagic-neritic,1
1956,fbs,Membras,dissimilis,NA,NA,NA,benthopelagic,NA
1890,fbs,Membras,gilberti,20,NA,NA,pelagic-neritic,NA
1835,fbs,Membras,martinica,12.5,NA,9,pelagic-neritic,NA
1879,fbs,Membras,vagrans,NA,NA,NA,pelagic-neritic,NA
1848,fbs,Mendosoma,lineatum,40,NA,10,demersal,NA
1801,fbs,Mene,maculata,30,NA,125,reef-associated,1
1867,fbs,Menidia,beryllina,15,NA,15,pelagic-neritic,NA
1927,fbs,Menidia,conchorum,5,NA,NA,pelagic-neritic,NA
1766,fbs,Menidia,menidia,15,NA,1.5,pelagic-neritic,1
1879,fbs,Menidia,peninsulae,15,NA,NA,pelagic-neritic,NA
1758,fbs,Menticirrhus,americanus,50,1070,NA,demersal,1
1864,fbs,Menticirrhus,elongatus,62,NA,NA,demersal,1
1847,fbs,Menticirrhus,littoralis,48.29999924,1380,NA,demersal,1
1868,fbs,Menticirrhus,nasus,52.59999847,NA,NA,demersal,NA
1840,fbs,Menticirrhus,ophicephalus,45,NA,NA,demersal,1
1946,fbs,Menticirrhus,paitensis,40,NA,NA,demersal,NA
1876,fbs,Menticirrhus,panamensis,75,NA,NA,benthopelagic,1
1801,fbs,Menticirrhus,saxatilis,46,1110,NA,demersal,1
1854,fbs,Menticirrhus,undulatus,71,3900,NA,demersal,1
1987,fbs,Mentodus,bythios,18.10000038,NA,NA,bathypelagic,NA
1960,fbs,Mentodus,crassus,24.5,NA,1175,bathypelagic,NA
1987,fbs,Mentodus,eubranchus,11.39999962,NA,NA,bathypelagic,NA
1951,fbs,Mentodus,facilis,12.5,NA,1340,bathypelagic,NA
1976,fbs,Mentodus,longirostris,20.20000076,NA,1575,bathypelagic,NA
1987,fbs,Mentodus,mesalirus,22.20000076,NA,1050,bathypelagic,NA
1978,fbs,Mentodus,perforatus,24.89999962,NA,1225,bathypelagic,NA
1878,fbs,Mentodus,rostratus,32.20000076,NA,1540,bathypelagic,NA
1971,fbs,Menziesichthys,bacescui,NA,NA,NA,bathydemersal,NA
1966,fbs,Mephisto,fraserbrunneri,NA,NA,203.5,benthopelagic,NA
1758,fbs,Merlangius,merlangus,91.5,3110,105,benthopelagic,1
1818,fbs,Merluccius,albidus,40.59999847,NA,625,bathydemersal,1
1899,fbs,Merluccius,angustimanus,40,NA,301.5,demersal,1
1872,fbs,Merluccius,australis,155,NA,514,benthopelagic,1
1814,fbs,Merluccius,bilinearis,76,2300,484.5,demersal,1
1861,fbs,Merluccius,capensis,140,NA,525,bathydemersal,1
1848,fbs,Merluccius,gayi,87,NA,275,bathydemersal,1
1985,fbs,Merluccius,hernandezi,NA,NA,NA,bathydemersal,NA
1933,fbs,Merluccius,hubbsi,95,NA,425,benthopelagic,1
1758,fbs,Merluccius,merluccius,140,15000,552.5,demersal,1
1960,fbs,Merluccius,paradoxus,115,NA,600,bathydemersal,1
2003,fbs,Merluccius,patagonicus,56.20000076,NA,NA,pelagic-neritic,NA
1954,fbs,Merluccius,peruanus,68,NA,275,bathydemersal,1
1950,fbs,Merluccius,polli,80,NA,525,bathydemersal,1
1855,fbs,Merluccius,productus,91,1190,500,pelagic-neritic,1
1950,fbs,Merluccius,senegalensis,81,NA,407.5,demersal,1
2006,fbs,Merluccius,tasmanicus,37,NA,NA,demersal,NA
1977,fbs,Mesovagus,berryi,39.20000076,NA,1350,bathypelagic,NA
1907,fbs,Metavelifer,multiradiatus,28,NA,140,benthopelagic,NA
1963,fbs,Metelectrona,ahlstromi,NA,NA,1000,bathypelagic,NA
1981,fbs,Metelectrona,herwigi,5.5,NA,NA,pelagic-oceanic,NA
1963,fbs,Metelectrona,ventralis,10.69999981,NA,213,bathypelagic,NA
1969,fbs,Meteoria,erythrops,7.5,NA,4930,bathydemersal,0
1824,fbs,Meuschenia,australis,30,NA,NA,reef-associated,NA
1977,fbs,Meuschenia,flavolineata,30,NA,32.5,reef-associated,NA
1824,fbs,Meuschenia,freycineti,60,NA,50.5,demersal,NA
1905,fbs,Meuschenia,galii,34,NA,NA,reef-associated,NA
1824,fbs,Meuschenia,hippocrepis,51,NA,NA,demersal,NA
1801,fbs,Meuschenia,scaber,31,NA,110,demersal,1
1870,fbs,Meuschenia,trachylepis,40,NA,25,reef-associated,NA
1977,fbs,Meuschenia,venusta,21,NA,NA,reef-associated,NA
1875,fbs,Micrenophrys,lilljeborgii,7.400000095,NA,50,demersal,NA
2011,fbs,Microbrotula,andersoni,NA,NA,42.5,demersal,NA
2005,fbs,Microbrotula,bentleyi,4,NA,27.5,reef-associated,NA
2012,fbs,Microbrotula,geraldalleni,4.099999905,NA,NA,benthopelagic,NA
2007,fbs,Microbrotula,greenfieldi,3.049999952,NA,12.5,benthopelagic,NA
2011,fbs,Microbrotula,hamata,NA,NA,9,benthopelagic,NA
2007,fbs,Microbrotula,punicea,NA,NA,NA,benthopelagic,NA
2005,fbs,Microbrotula,queenslandica,3.119999886,NA,26,reef-associated,NA
1953,fbs,Microbrotula,rubra,NA,NA,NA,reef-associated,0
1931,fbs,Microcanthus,joyceae,11.22000027,NA,3,reef-associated,NA
1831,fbs,Microcanthus,strigatus,16,NA,70.5,reef-associated,NA
1867,fbs,Microchirus,azevia,40,NA,135,demersal,NA
1926,fbs,Microchirus,boscanion,20,NA,235,demersal,1
1952,fbs,Microchirus,frechkopi,20,NA,142.5,demersal,1
1758,fbs,Microchirus,ocellatus,20,NA,165,demersal,1
1810,fbs,Microchirus,theophila,46,NA,210,demersal,1
1808,fbs,Microchirus,variegatus,35,NA,210,demersal,1
1950,fbs,Microchirus,wittei,25,NA,302.5,demersal,1
2003,fbs,Microcottus,matuaensis,8.130000114,NA,0.5,demersal,NA
1896,fbs,Microcottus,sellaris,13,NA,30,demersal,NA
1927,fbs,Microdesmus,aethiopicus,5.739999771,NA,NA,demersal,NA
1928,fbs,Microdesmus,affinis,NA,NA,NA,demersal,NA
1979,fbs,Microdesmus,africanus,7.449999809,NA,NA,demersal,NA
1973,fbs,Microdesmus,bahianus,5.119999886,NA,NA,demersal,NA
1966,fbs,Microdesmus,carri,5.300000191,NA,NA,demersal,NA
1864,fbs,Microdesmus,dipus,8.800000191,NA,NA,demersal,NA
1968,fbs,Microdesmus,dorsipunctatus,NA,NA,0.5,demersal,NA
1936,fbs,Microdesmus,hildebrandi,NA,NA,NA,demersal,NA
1928,fbs,Microdesmus,intermedius,NA,NA,NA,demersal,NA
1972,fbs,Microdesmus,knappi,NA,NA,NA,demersal,NA
1962,fbs,Microdesmus,lanceolatus,6,NA,NA,demersal,NA
1910,fbs,Microdesmus,longipinnis,27,NA,7.5,demersal,NA
1977,fbs,Microdesmus,luscus,4.590000153,NA,4,demersal,NA
1928,fbs,Microdesmus,multiradiatus,NA,NA,NA,demersal,NA
1882,fbs,Microdesmus,retropinnis,11,NA,NA,demersal,NA
1966,fbs,Microdesmus,suttkusi,10.44999981,NA,1,demersal,NA
1854,fbs,Microgadus,proximus,30.5,NA,137.5,demersal,1
1792,fbs,Microgadus,tomcod,38.09999847,NA,34.5,demersal,1
1858,fbs,Micrognathus,andersonii,8.5,NA,5,reef-associated,NA
2004,fbs,Micrognathus,brevicorpus,7.320000172,NA,1.5,reef-associated,NA
1838,fbs,Micrognathus,brevirostris,67.5,NA,5,reef-associated,NA
1842,fbs,Micrognathus,crinitus,15,NA,11,reef-associated,NA
1974,fbs,Micrognathus,erugatus,NA,NA,0.5,demersal,NA
1938,fbs,Micrognathus,micronotopterus,5.699999809,NA,4,reef-associated,NA
1982,fbs,Micrognathus,natans,6,NA,12.5,demersal,NA
1981,fbs,Micrognathus,pygmaeus,6,NA,7,reef-associated,NA
1939,fbs,Microgobius,brevispinis,10,NA,18,demersal,NA
1945,fbs,Microgobius,carri,10,NA,18,reef-associated,NA
1968,fbs,Microgobius,crocatus,10,NA,18,demersal,NA
1939,fbs,Microgobius,curtus,10,NA,18,demersal,NA
1890,fbs,Microgobius,cyclolepis,10,NA,18,demersal,NA
1882,fbs,Microgobius,emblematicus,10,NA,18,demersal,NA
1938,fbs,Microgobius,erectus,10,NA,28.5,demersal,NA
1858,fbs,Microgobius,gulosus,7.5,NA,37.5,demersal,NA
1899,fbs,Microgobius,meeki,10,NA,18,demersal,NA
1940,fbs,Microgobius,microlepis,10,NA,18,reef-associated,NA
1904,fbs,Microgobius,miraflorensis,5,NA,18,demersal,NA
1876,fbs,Microgobius,signatus,6,NA,18,demersal,NA
1928,fbs,Microgobius,tabogensis,10,NA,2,demersal,NA
1883,fbs,Microgobius,thalassinus,6.400000095,NA,3,demersal,NA
2012,fbs,Microgobius,urraca,6.940000057,NA,16,pelagic-neritic,NA
1852,fbs,Microichthys,coccoi,3,NA,347,demersal,0
1950,fbs,Microichthys,sanzoi,6,NA,NA,demersal,0
1869,fbs,Microlepidotus,brevipinnis,40,NA,NA,benthopelagic,NA
1862,fbs,Microlepidotus,inornatus,45,NA,NA,reef-associated,1
1883,fbs,Microlipophrys,adriaticus,5,NA,2.5,demersal,NA
1982,fbs,Microlipophrys,bauchotae,4.349999905,NA,NA,demersal,NA
1989,fbs,Microlipophrys,caboverdensis,4,NA,NA,demersal,NA
1880,fbs,Microlipophrys,canevae,7.5,NA,1,demersal,NA
1883,fbs,Microlipophrys,dalmatinus,5.800000191,NA,1.5,demersal,NA
1883,fbs,Microlipophrys,nigriceps,4.300000191,NA,3,demersal,NA
1935,fbs,Microlipophrys,velifer,5.78000021,NA,NA,demersal,NA
1951,fbs,Microlophichthys,andracanthus,1.700000048,NA,NA,bathypelagic,NA
1925,fbs,Microlophichthys,microlophus,NA,NA,1500,bathypelagic,NA
1937,fbs,Micromesistius,australis,90,850,475,benthopelagic,1
1827,fbs,Micromesistius,poutassou,55.5,830,1575,bathypelagic,1
1880,fbs,Micrometrus,aurora,18,NA,3,demersal,NA
1854,fbs,Micrometrus,minimus,16,NA,NA,demersal,NA
1856,fbs,Microphis,aculeatus,20,NA,NA,demersal,NA
1855,fbs,Microphis,argulus,15,NA,NA,demersal,NA
1854,fbs,Microphis,brachyurus,22,NA,2.5,demersal,0
1852,fbs,Microphis,fluviatilis,21,NA,NA,demersal,0
1856,fbs,Microphis,lineatus,19.39999962,NA,NA,pelagic-neritic,NA
1856,fbs,Microphis,millepunctatus,22,NA,NA,demersal,NA
1977,fbs,Microphotolepis,multipunctata,NA,NA,100,benthopelagic,NA
1931,fbs,Microphotolepis,schmidti,7.199999809,NA,NA,bathydemersal,NA
1864,fbs,Micropogonias,altipinnis,90,NA,15.5,benthopelagic,1
1789,fbs,Morone,americana,58,2720,5,benthopelagic,1
1792,fbs,Morone,saxatilis,200,57000,NA,demersal,1
1916,fbs,Morwong,ephippium,20,NA,125,demersal,1
1879,fbs,Morwong,fuscus,65,NA,NA,reef-associated,NA
1882,fbs,Micropogonias,ectenes,40,NA,NA,demersal,1
1961,fbs,Micropogonias,fasciatus,NA,NA,NA,demersal,NA
1823,fbs,Micropogonias,furnieri,60,55.29999924,NA,demersal,1
1890,fbs,Micropogonias,megalops,40,NA,NA,benthopelagic,NA
1766,fbs,Micropogonias,undulatus,55,2580,NA,demersal,1
1862,fbs,Microspathodon,bairdii,25,NA,5.5,reef-associated,NA
1830,fbs,Microspathodon,chrysurus,21,NA,60,reef-associated,0
1862,fbs,Microspathodon,dorsalis,31,NA,3,reef-associated,NA
1970,fbs,Microspathodon,frontatus,17,NA,2.5,reef-associated,NA
2014,fbs,Microstoma,australis,26.62000084,NA,300,bathypelagic,NA
1810,fbs,Microstoma,microstoma,21,NA,NA,bathypelagic,0
1904,fbs,Microstomus,achne,60,1760,407.5,demersal,1
1792,fbs,Microstomus,kitt,65,2950,105,demersal,1
1879,fbs,Microstomus,pacificus,76,3500,690,demersal,1
1983,fbs,Microstomus,shuntovi,NA,NA,280,bathydemersal,NA
1855,fbs,Miichthys,miiuy,70,NA,57.5,demersal,1
1891,fbs,Millerigobius,macrocephalus,4.349999905,NA,8,demersal,NA
1909,fbs,Mimoblennius,atrocinctus,5,NA,6,reef-associated,NA
1978,fbs,Mimoblennius,cas,3.24000001,NA,2.5,demersal,NA
1971,fbs,Mimoblennius,cirrosus,5.400000095,NA,12.5,reef-associated,NA
1999,fbs,Mimoblennius,lineathorax,2.609999895,NA,1,demersal,NA
1978,fbs,Mimoblennius,rusi,4.019999981,NA,1.5,demersal,NA
1981,fbs,Minilabrus,striatus,6,NA,NA,reef-associated,NA
1990,fbs,Minous,andriashevi,NA,NA,NA,demersal,NA
1890,fbs,Minous,coccineus,10.5,NA,50,demersal,NA
1979,fbs,Minous,dempsterae,15,NA,61,demersal,NA
1889,fbs,Minous,inermis,14,NA,219,demersal,NA
1908,fbs,Minous,longimanus,10.32999992,NA,105.5,demersal,NA
1801,fbs,Minous,monodactylus,15,33,32.5,demersal,1
1880,fbs,Minous,pictus,11.19999981,14.5,100,demersal,NA
1843,fbs,Minous,pusillus,7.5,NA,70,demersal,NA
1943,fbs,Minous,quincarinatus,15,NA,143.5,demersal,NA
1855,fbs,Minous,trachycephalus,12,NA,30,demersal,0
1993,fbs,Minous,usachevi,13.80000019,NA,29.5,demersal,NA
1910,fbs,Minous,versicolor,11,NA,38,demersal,NA
1953,fbs,Minyichthys,brachyrhinus,4.599999905,NA,104.5,demersal,NA
1983,fbs,Minyichthys,inusitatus,NA,NA,69.5,demersal,NA
1972,fbs,Minyichthys,myersi,6,NA,20.5,reef-associated,NA
1982,fbs,Minyichthys,sentus,6,NA,60,demersal,NA
2002,fbs,Minysicya,caudimaculata,1.299999952,NA,20.5,reef-associated,NA
1935,fbs,Miracorvina,angolensis,128,2000,175,demersal,1
1956,fbs,Mirapinna,esau,5.5,NA,NA,benthopelagic,NA
1951,fbs,Mirognathus,normani,20,NA,2250,bathypelagic,NA
1947,fbs,Mirorictus,taningi,13.69999981,NA,NA,bathydemersal,NA
1986,fbs,Miroscyllium,sheikoi,NA,NA,NA,bathypelagic,NA
1948,fbs,Mitotichthys,meraculus,NA,NA,NA,demersal,NA
1955,fbs,Mitotichthys,mollisoni,15.92000008,NA,NA,demersal,NA
1856,fbs,Mitotichthys,semistriatus,26.75,NA,1.5,demersal,NA
1942,fbs,Mitotichthys,tuckeri,15.89999962,NA,13.5,demersal,NA
1898,fbs,Mitsukurina,owstoni,617,NA,665,bathydemersal,NA
2014,fbs,Mixomyrophis,longidorsalis,7.699999809,NA,NA,benthopelagic,NA
1985,fbs,Mixomyrophis,pusillipinna,NA,NA,422,bathydemersal,NA
1868,fbs,Mobula,alfredi,500,NA,60.5,benthopelagic,NA
1792,fbs,Mobula,birostris,910,3.00E+06,60,reef-associated,1
1859,fbs,Mobula,eregoodootenkee,100,NA,NA,pelagic-oceanic,NA
1831,fbs,Mobula,hypostoma,120,NA,NA,pelagic-neritic,1
1841,fbs,Mobula,japanica,310,NA,NA,reef-associated,1
1841,fbs,Mobula,kuhlii,119,30000,NA,pelagic-oceanic,1
1788,fbs,Mobula,mobular,520,1500000,NA,pelagic-neritic,NA
1987,fbs,Mobula,munkiana,220,NA,7.5,pelagic-oceanic,1
1879,fbs,Mobula,rochebrunei,133,NA,NA,pelagic-neritic,1
1892,fbs,Mobula,tarapacana,328,350000,948,reef-associated,0
1908,fbs,Mobula,thurstoni,220,NA,50,pelagic-oceanic,1
1983,fbs,Modicus,minimus,3.410000086,NA,55,demersal,NA
1983,fbs,Modicus,tangaroa,3,NA,84.5,demersal,NA
1839,fbs,Mola,alexandrini,300,2300000,NA,pelagic-oceanic,NA
1758,fbs,Mola,mola,333,2300000,255,pelagic-oceanic,1
2017,fbs,Mola,tecta,242,NA,NA,pelagic-oceanic,NA
1984,fbs,Mollisquama,parini,NA,NA,NA,bathypelagic,NA
1784,fbs,Molva,dypterygia,155,30000,575,demersal,1
1810,fbs,Molva,macrophthalma,108,NA,515,demersal,0
1758,fbs,Molva,molva,200,45000,550,demersal,1
1765,fbs,Monacanthus,chinensis,38,580,27.5,reef-associated,1
1818,fbs,Monacanthus,ciliatus,20,NA,25.5,reef-associated,0
1906,fbs,Monacanthus,tuckeri,10,NA,26,reef-associated,NA
1911,fbs,Monacoa,grimaldii,8,NA,2375,bathypelagic,0
2016,fbs,Monacoa,griseus,6.389999866,NA,260.5,bathypelagic,NA
2016,fbs,Monacoa,niger,4.800000191,NA,260,bathypelagic,NA
1782,fbs,Monocentris,japonica,17,NA,125.5,reef-associated,0
1938,fbs,Monocentris,neozelanicus,NA,NA,NA,demersal,NA
1956,fbs,Monocentris,reedi,9.899999619,NA,125,demersal,NA
1940,fbs,Monochirus,atlanticus,20,NA,130,demersal,NA
1814,fbs,Monochirus,hispidus,22,NA,55,demersal,1
1758,fbs,Monochirus,trichodactylus,NA,NA,NA,demersal,NA
1758,fbs,Monodactylus,argenteus,27,NA,6,pelagic-neritic,1
1801,fbs,Monodactylus,falciformis,31,NA,NA,reef-associated,1
1991,fbs,Monodactylus,kottelati,7.800000191,NA,NA,pelagic-neritic,NA
1829,fbs,Monodactylus,sebae,25,NA,NA,pelagic-neritic,1
1974,fbs,Monognathus,ahlstromi,4.900000095,NA,1000,benthopelagic,NA
1996,fbs,Monognathus,berteli,5.800000191,NA,1224,bathypelagic,NA
1987,fbs,Monognathus,bertini,10.30000019,NA,NA,bathypelagic,NA
1987,fbs,Monognathus,boehlkei,7,NA,3965,bathypelagic,NA
1936,fbs,Monognathus,bruuni,8,NA,1500,bathypelagic,NA
1987,fbs,Monognathus,herringi,4.800000191,NA,4200,bathypelagic,NA
1974,fbs,Monognathus,isaacsi,5.599999905,NA,475,bathypelagic,NA
1936,fbs,Monognathus,jesperseni,10.89999962,NA,NA,bathypelagic,NA
1974,fbs,Monognathus,jesse,6.300000191,NA,1050,bathypelagic,NA
1987,fbs,Monognathus,nigeli,5.699999809,NA,2705,bathypelagic,NA
1987,fbs,Monognathus,ozawai,6.5,NA,NA,bathypelagic,NA
1987,fbs,Monognathus,rajui,11.19999981,NA,NA,bathypelagic,NA
1987,fbs,Monognathus,rosenblatti,7,NA,5059.5,bathypelagic,NA
1987,fbs,Monognathus,smithi,7.199999809,NA,5000.5,bathypelagic,NA
1936,fbs,Monognathus,taningi,5.699999809,NA,500,bathypelagic,NA
1933,fbs,Monolene,antillarum,11.80000019,NA,NA,demersal,NA
1936,fbs,Monolene,asaedae,8,NA,NA,demersal,NA
1886,fbs,Monolene,atrimana,NA,NA,NA,bathydemersal,NA
1937,fbs,Monolene,danae,NA,NA,350,bathydemersal,NA
1899,fbs,Monolene,dubiosa,7,NA,NA,demersal,NA
2000,fbs,Monolene,helenensis,20.76000023,NA,311.5,bathydemersal,NA
1899,fbs,Monolene,maculipinna,18,NA,294.5,bathydemersal,1
1961,fbs,Monolene,megalepis,NA,NA,NA,demersal,NA
1959,fbs,Monolene,mertensae,10,NA,400,benthopelagic,1
1937,fbs,Monolene,microstoma,20.10000038,NA,242.5,bathypelagic,1
1880,fbs,Monolene,sessilicauda,18,NA,350,bathydemersal,1
1896,fbs,Monomitopus,agassizii,20.29999924,NA,586.5,benthopelagic,0
1971,fbs,Monomitopus,americanus,NA,NA,700,bathydemersal,0
1896,fbs,Monomitopus,conjugator,NA,NA,650,bathydemersal,0
1913,fbs,Monomitopus,garmani,19.20000076,NA,1022.5,bathydemersal,0
1925,fbs,Monomitopus,kumae,48,NA,805,bathydemersal,0
1913,fbs,Monomitopus,longiceps,NA,NA,555,benthopelagic,0
1985,fbs,Monomitopus,magnus,53.5,NA,830,bathydemersal,0
1899,fbs,Monomitopus,malispinosus,NA,NA,NA,bathydemersal,0
1888,fbs,Monomitopus,metriostoma,23.5,NA,902.5,bathydemersal,0
1913,fbs,Monomitopus,microlepis,NA,NA,NA,bathydemersal,0
1889,fbs,Monomitopus,nigripinnis,35,NA,1105,bathydemersal,0
1913,fbs,Monomitopus,pallidus,20.70000076,NA,705.5,benthopelagic,0
1899,fbs,Monomitopus,torvus,22.60000038,NA,910,bathydemersal,0
1971,fbs,Monomitopus,vitiazi,NA,NA,NA,bathydemersal,0
1930,fbs,Monopenchelys,acuta,20.89999962,NA,33.5,demersal,NA
1775,fbs,Monotaxis,grandoculis,60,5890,50.5,reef-associated,1
1854,fbs,Monotaxis,heterodon,NA,NA,NA,reef-associated,NA
1897,fbs,Monothrix,polylepis,5,NA,NA,reef-associated,0
1810,fbs,Mora,moro,80,NA,1475,bathypelagic,1
1851,fbs,Mordacia,lapicida,54,NA,NA,demersal,0
1846,fbs,Mordacia,mordax,50,NA,NA,demersal,NA
1863,fbs,Moringua,abbreviata,33,NA,NA,reef-associated,NA
1856,fbs,Moringua,bicolor,40,NA,1.5,demersal,NA
1889,fbs,Moringua,edwardsi,15,NA,NA,reef-associated,NA
1883,fbs,Moringua,ferruginea,140,NA,20.5,reef-associated,NA
1904,fbs,Moringua,hawaiiensis,45.40000153,NA,NA,benthopelagic,NA
1856,fbs,Moringua,javanica,120,NA,8.5,reef-associated,NA
1853,fbs,Moringua,macrochir,20,NA,NA,benthopelagic,NA
1853,fbs,Moringua,microchir,47,NA,11.5,reef-associated,NA
1953,fbs,Moringua,penni,NA,NA,NA,demersal,NA
1927,fbs,Mugil,bananensis,40,NA,NA,demersal,1
1915,fbs,Mugil,brevirostris,20.89999962,NA,NA,pelagic-neritic,NA
1836,fbs,Mugil,broussonnetii,19.39999962,NA,NA,demersal,NA
1892,fbs,Mugil,capurrii,45,NA,150,benthopelagic,1
1758,fbs,Mugil,cephalus,100,NA,60,benthopelagic,1
1836,fbs,Mugil,curema,91,680,150,reef-associated,1
1836,fbs,Mugil,curvidens,34.29999924,NA,2.5,demersal,0
1961,fbs,Mugil,galapagensis,40,NA,NA,demersal,NA
1895,fbs,Mugil,hospes,35.5,NA,NA,demersal,1
